DISCIPLINE,DESCRIPTION,CODE,TASK DEFINITION,UNIT,Size,Value
Piping,SHOP FABRICATION,SNOLXX,SHOP NOL WELD 6000#,weld,48,FALSE
Piping,SHOP FABRICATION,SNOLXX,SHOP NOL WELD 6000#,weld,54,FALSE
Piping,SHOP FABRICATION,SNOLXX,SHOP NOL WELD 6000#,weld,60,FALSE
Piping,SHOP FABRICATION,SSOL,SHOP SOL WELD 3000#,weld,0.5,0.55
Piping,SHOP FABRICATION,SSOL,SHOP SOL WELD 3000#,weld,0.75,0.6
Piping,SHOP FABRICATION,SSOL,SHOP SOL WELD 3000#,weld,1,0.75
Piping,SHOP FABRICATION,SSOL,SHOP SOL WELD 3000#,weld,1.5,0.9
Piping,SHOP FABRICATION,SSOL,SHOP SOL WELD 3000#,weld,2,1.25
Piping,SHOP FABRICATION,SSOL,SHOP SOL WELD 3000#,weld,2.5,1.5
Piping,SHOP FABRICATION,SSOL,SHOP SOL WELD 3000#,weld,3,2
Piping,SHOP FABRICATION,SSOL,SHOP SOL WELD 3000#,weld,4,2.5
Piping,SHOP FABRICATION,SSOL,SHOP SOL WELD 3000#,weld,6,FALSE
Piping,SHOP FABRICATION,SSOL,SHOP SOL WELD 3000#,weld,8,FALSE
Piping,SHOP FABRICATION,SSOL,SHOP SOL WELD 3000#,weld,10,FALSE
Piping,SHOP FABRICATION,SSOL,SHOP SOL WELD 3000#,weld,12,FALSE
Piping,SHOP FABRICATION,SSOL,SHOP SOL WELD 3000#,weld,14,FALSE
Piping,SHOP FABRICATION,SSOL,SHOP SOL WELD 3000#,weld,16,FALSE
Piping,SHOP FABRICATION,SSOL,SHOP SOL WELD 3000#,weld,18,FALSE
Piping,SHOP FABRICATION,SSOL,SHOP SOL WELD 3000#,weld,20,FALSE
Piping,SHOP FABRICATION,SSOL,SHOP SOL WELD 3000#,weld,24,FALSE
Piping,SHOP FABRICATION,SSOL,SHOP SOL WELD 3000#,weld,30,FALSE
Piping,SHOP FABRICATION,SSOL,SHOP SOL WELD 3000#,weld,36,FALSE
Piping,SHOP FABRICATION,SSOL,SHOP SOL WELD 3000#,weld,42,FALSE
Piping,SHOP FABRICATION,SSOL,SHOP SOL WELD 3000#,weld,48,FALSE
Piping,SHOP FABRICATION,SSOL,SHOP SOL WELD 3000#,weld,54,FALSE
Piping,SHOP FABRICATION,SSOL,SHOP SOL WELD 3000#,weld,60,FALSE
Piping,SHOP FABRICATION,SSOL 6M,SHOP SOL WELD 6000#,weld,0.5,0.6
Piping,SHOP FABRICATION,SSOL 6M,SHOP SOL WELD 6000#,weld,0.75,0.7
Piping,SHOP FABRICATION,SSOL 6M,SHOP SOL WELD 6000#,weld,1,0.8
Piping,SHOP FABRICATION,SSOL 6M,SHOP SOL WELD 6000#,weld,1.5,1
Piping,SHOP FABRICATION,SSOL 6M,SHOP SOL WELD 6000#,weld,2,1.4
Piping,SHOP FABRICATION,SSOL 6M,SHOP SOL WELD 6000#,weld,2.5,1.7
Piping,SHOP FABRICATION,SSOL 6M,SHOP SOL WELD 6000#,weld,3,2.5
Piping,SHOP FABRICATION,SSOL 6M,SHOP SOL WELD 6000#,weld,4,3.25
Piping,SHOP FABRICATION,SSOL 6M,SHOP SOL WELD 6000#,weld,6,FALSE
Piping,SHOP FABRICATION,SSOL 6M,SHOP SOL WELD 6000#,weld,8,FALSE
Piping,SHOP FABRICATION,SSOL 6M,SHOP SOL WELD 6000#,weld,10,FALSE
Piping,SHOP FABRICATION,SSOL 6M,SHOP SOL WELD 6000#,weld,12,FALSE
Piping,SHOP FABRICATION,SSOL 6M,SHOP SOL WELD 6000#,weld,14,FALSE
Piping,SHOP FABRICATION,SSOL 6M,SHOP SOL WELD 6000#,weld,16,FALSE
Piping,SHOP FABRICATION,SSOL 6M,SHOP SOL WELD 6000#,weld,18,FALSE
Piping,SHOP FABRICATION,SSOL 6M,SHOP SOL WELD 6000#,weld,20,FALSE
Piping,SHOP FABRICATION,SSOL 6M,SHOP SOL WELD 6000#,weld,24,FALSE
Piping,SHOP FABRICATION,SSOL 6M,SHOP SOL WELD 6000#,weld,30,FALSE
Piping,SHOP FABRICATION,SSOL 6M,SHOP SOL WELD 6000#,weld,36,FALSE
Piping,SHOP FABRICATION,SSOL 6M,SHOP SOL WELD 6000#,weld,42,FALSE
Piping,SHOP FABRICATION,SSOL 6M,SHOP SOL WELD 6000#,weld,48,FALSE
Piping,SHOP FABRICATION,SSOL 6M,SHOP SOL WELD 6000#,weld,54,FALSE
Piping,SHOP FABRICATION,SSOL 6M,SHOP SOL WELD 6000#,weld,60,FALSE
Piping,SHOP FABRICATION,STEOL,SHOP EOL WELD 3000#,weld,0.5,0.8
Piping,SHOP FABRICATION,STEOL,SHOP EOL WELD 3000#,weld,0.75,0.87
Piping,SHOP FABRICATION,STEOL,SHOP EOL WELD 3000#,weld,1,1.09
Piping,SHOP FABRICATION,STEOL,SHOP EOL WELD 3000#,weld,1.5,1.3
Piping,SHOP FABRICATION,STEOL,SHOP EOL WELD 3000#,weld,2,1.8
Piping,SHOP FABRICATION,STEOL,SHOP EOL WELD 3000#,weld,2.5,2.18
Piping,SHOP FABRICATION,STEOL,SHOP EOL WELD 3000#,weld,3,2.5
Piping,SHOP FABRICATION,STEOL,SHOP EOL WELD 3000#,weld,4,3.2
Piping,SHOP FABRICATION,STEOL,SHOP EOL WELD 3000#,weld,6,FALSE
Piping,SHOP FABRICATION,STEOL,SHOP EOL WELD 3000#,weld,8,FALSE
Piping,SHOP FABRICATION,STEOL,SHOP EOL WELD 3000#,weld,10,FALSE
Piping,SHOP FABRICATION,STEOL,SHOP EOL WELD 3000#,weld,12,FALSE
Piping,SHOP FABRICATION,STEOL,SHOP EOL WELD 3000#,weld,14,FALSE
Piping,SHOP FABRICATION,STEOL,SHOP EOL WELD 3000#,weld,16,FALSE
Piping,SHOP FABRICATION,STEOL,SHOP EOL WELD 3000#,weld,18,FALSE
Piping,SHOP FABRICATION,STEOL,SHOP EOL WELD 3000#,weld,20,FALSE
Piping,SHOP FABRICATION,STEOL,SHOP EOL WELD 3000#,weld,24,FALSE
Piping,SHOP FABRICATION,STEOL,SHOP EOL WELD 3000#,weld,30,FALSE
Piping,SHOP FABRICATION,STEOL,SHOP EOL WELD 3000#,weld,36,FALSE
Piping,SHOP FABRICATION,STEOL,SHOP EOL WELD 3000#,weld,42,FALSE
Piping,SHOP FABRICATION,STEOL,SHOP EOL WELD 3000#,weld,48,FALSE
Piping,SHOP FABRICATION,STEOL,SHOP EOL WELD 3000#,weld,54,FALSE
Piping,SHOP FABRICATION,STEOL,SHOP EOL WELD 3000#,weld,60,FALSE
Piping,SHOP FABRICATION,STOL,SHOP TOL WELD 3000#,weld,0.5,0.55
Piping,SHOP FABRICATION,STOL,SHOP TOL WELD 3000#,weld,0.75,0.6
Piping,SHOP FABRICATION,STOL,SHOP TOL WELD 3000#,weld,1,0.75
Piping,SHOP FABRICATION,STOL,SHOP TOL WELD 3000#,weld,1.5,0.9
Piping,SHOP FABRICATION,STOL,SHOP TOL WELD 3000#,weld,2,1.25
Piping,SHOP FABRICATION,STOL,SHOP TOL WELD 3000#,weld,2.5,1.5
Piping,SHOP FABRICATION,STOL,SHOP TOL WELD 3000#,weld,3,2
Piping,SHOP FABRICATION,STOL,SHOP TOL WELD 3000#,weld,4,2.5
Piping,SHOP FABRICATION,STOL,SHOP TOL WELD 3000#,weld,6,FALSE
Piping,SHOP FABRICATION,STOL,SHOP TOL WELD 3000#,weld,8,FALSE
Piping,SHOP FABRICATION,STOL,SHOP TOL WELD 3000#,weld,10,FALSE
Piping,SHOP FABRICATION,STOL,SHOP TOL WELD 3000#,weld,12,FALSE
Piping,SHOP FABRICATION,STOL,SHOP TOL WELD 3000#,weld,14,FALSE
Piping,SHOP FABRICATION,STOL,SHOP TOL WELD 3000#,weld,16,FALSE
Piping,SHOP FABRICATION,STOL,SHOP TOL WELD 3000#,weld,18,FALSE
Piping,SHOP FABRICATION,STOL,SHOP TOL WELD 3000#,weld,20,FALSE
Piping,SHOP FABRICATION,STOL,SHOP TOL WELD 3000#,weld,24,FALSE
Piping,SHOP FABRICATION,STOL,SHOP TOL WELD 3000#,weld,30,FALSE
Piping,SHOP FABRICATION,STOL,SHOP TOL WELD 3000#,weld,36,FALSE
Piping,SHOP FABRICATION,STOL,SHOP TOL WELD 3000#,weld,42,FALSE
Piping,SHOP FABRICATION,STOL,SHOP TOL WELD 3000#,weld,48,FALSE
Piping,SHOP FABRICATION,STOL,SHOP TOL WELD 3000#,weld,54,FALSE
Piping,SHOP FABRICATION,STOL,SHOP TOL WELD 3000#,weld,60,FALSE
Piping,SHOP FABRICATION,SWOL,SHOP WOL WELD STD,weld,0.5,0.4
Piping,SHOP FABRICATION,SWOL,SHOP WOL WELD STD,weld,0.75,0.5
Piping,SHOP FABRICATION,SWOL,SHOP WOL WELD STD,weld,1,0.6
Piping,SHOP FABRICATION,SWOL,SHOP WOL WELD STD,weld,1.5,0.8
Piping,SHOP FABRICATION,SWOL,SHOP WOL WELD STD,weld,2,1
Piping,SHOP FABRICATION,SWOL,SHOP WOL WELD STD,weld,2.5,1.3
Piping,SHOP FABRICATION,SWOL,SHOP WOL WELD STD,weld,3,1.5
Piping,SHOP FABRICATION,SWOL,SHOP WOL WELD STD,weld,4,1.9
Piping,SHOP FABRICATION,SWOL,SHOP WOL WELD STD,weld,6,2.5
Piping,SHOP FABRICATION,SWOL,SHOP WOL WELD STD,weld,8,3.5
Piping,SHOP FABRICATION,SWOL,SHOP WOL WELD STD,weld,10,4.5
Piping,SHOP FABRICATION,SWOL,SHOP WOL WELD STD,weld,12,5.5
Piping,SHOP FABRICATION,SWOL,SHOP WOL WELD STD,weld,14,7
Piping,SHOP FABRICATION,SWOL,SHOP WOL WELD STD,weld,16,8.5
Piping,SHOP FABRICATION,SWOL,SHOP WOL WELD STD,weld,18,9.5
Piping,SHOP FABRICATION,SWOL,SHOP WOL WELD STD,weld,20,11
Piping,SHOP FABRICATION,SWOL,SHOP WOL WELD STD,weld,24,13
Piping,SHOP FABRICATION,SWOL,SHOP WOL WELD STD,weld,30,14.3
Piping,SHOP FABRICATION,SWOL,SHOP WOL WELD STD,weld,36,FALSE
Piping,SHOP FABRICATION,SWOL,SHOP WOL WELD STD,weld,42,FALSE
Piping,SHOP FABRICATION,SWOL,SHOP WOL WELD STD,weld,48,FALSE
Piping,SHOP FABRICATION,SWOL,SHOP WOL WELD STD,weld,54,FALSE
Piping,SHOP FABRICATION,SWOL,SHOP WOL WELD STD,weld,60,FALSE
Piping,SHOP FABRICATION,SWOLX,SHOP WOL WELD XS,weld,0.5,0.6
Piping,SHOP FABRICATION,SWOLX,SHOP WOL WELD XS,weld,0.75,0.7
Piping,SHOP FABRICATION,SWOLX,SHOP WOL WELD XS,weld,1,0.8
Piping,SHOP FABRICATION,SWOLX,SHOP WOL WELD XS,weld,1.5,1
Piping,SHOP FABRICATION,SWOLX,SHOP WOL WELD XS,weld,2,1.4
Piping,SHOP FABRICATION,SWOLX,SHOP WOL WELD XS,weld,2.5,1.7
Piping,SHOP FABRICATION,SWOLX,SHOP WOL WELD XS,weld,3,2.5
Piping,SHOP FABRICATION,SWOLX,SHOP WOL WELD XS,weld,4,3.25
Piping,SHOP FABRICATION,SWOLX,SHOP WOL WELD XS,weld,6,4
Piping,SHOP FABRICATION,SWOLX,SHOP WOL WELD XS,weld,8,5
Piping,SHOP FABRICATION,SWOLX,SHOP WOL WELD XS,weld,10,6.25
Piping,SHOP FABRICATION,SWOLX,SHOP WOL WELD XS,weld,12,7.5
Piping,SHOP FABRICATION,SWOLX,SHOP WOL WELD XS,weld,14,8.75
Piping,SHOP FABRICATION,SWOLX,SHOP WOL WELD XS,weld,16,10.5
Piping,SHOP FABRICATION,SWOLX,SHOP WOL WELD XS,weld,18,12.5
Piping,SHOP FABRICATION,SWOLX,SHOP WOL WELD XS,weld,20,15.5
Piping,SHOP FABRICATION,SWOLX,SHOP WOL WELD XS,weld,24,19
Piping,SHOP FABRICATION,SWOLX,SHOP WOL WELD XS,weld,30,20.9
Piping,SHOP FABRICATION,SWOLX,SHOP WOL WELD XS,weld,36,FALSE
Piping,SHOP FABRICATION,SWOLX,SHOP WOL WELD XS,weld,42,FALSE
Piping,SHOP FABRICATION,SWOLX,SHOP WOL WELD XS,weld,48,FALSE
Piping,SHOP FABRICATION,SWOLX,SHOP WOL WELD XS,weld,54,FALSE
Piping,SHOP FABRICATION,SWOLX,SHOP WOL WELD XS,weld,60,FALSE
Piping,SHOP FABRICATION,SWOLXX,SHOP WOL WELD XXS,weld,0.5,0.68
Piping,SHOP FABRICATION,SWOLXX,SHOP WOL WELD XXS,weld,0.75,0.85
Piping,SHOP FABRICATION,SWOLXX,SHOP WOL WELD XXS,weld,1,1.02
Piping,SHOP FABRICATION,SWOLXX,SHOP WOL WELD XXS,weld,1.5,1.36
Piping,SHOP FABRICATION,SWOLXX,SHOP WOL WELD XXS,weld,2,1.7
Piping,SHOP FABRICATION,SWOLXX,SHOP WOL WELD XXS,weld,2.5,2.21
Piping,SHOP FABRICATION,SWOLXX,SHOP WOL WELD XXS,weld,3,2.55
Piping,SHOP FABRICATION,SWOLXX,SHOP WOL WELD XXS,weld,4,3.42
Piping,SHOP FABRICATION,SWOLXX,SHOP WOL WELD XXS,weld,6,4.5
Piping,SHOP FABRICATION,SWOLXX,SHOP WOL WELD XXS,weld,8,6.3
Piping,SHOP FABRICATION,SWOLXX,SHOP WOL WELD XXS,weld,10,8.1
Piping,SHOP FABRICATION,SWOLXX,SHOP WOL WELD XXS,weld,12,9.9
Piping,SHOP FABRICATION,SWOLXX,SHOP WOL WELD XXS,weld,14,12.6
Piping,SHOP FABRICATION,SWOLXX,SHOP WOL WELD XXS,weld,16,15.3
Piping,SHOP FABRICATION,SWOLXX,SHOP WOL WELD XXS,weld,18,17.1
Piping,SHOP FABRICATION,SWOLXX,SHOP WOL WELD XXS,weld,20,19.8
Piping,SHOP FABRICATION,SWOLXX,SHOP WOL WELD XXS,weld,24,23.4
Piping,SHOP FABRICATION,SWOLXX,SHOP WOL WELD XXS,weld,30,25.7
Piping,SHOP FABRICATION,SWOLXX,SHOP WOL WELD XXS,weld,36,FALSE
Piping,SHOP FABRICATION,SWOLXX,SHOP WOL WELD XXS,weld,42,FALSE
Piping,SHOP FABRICATION,SWOLXX,SHOP WOL WELD XXS,weld,48,FALSE
Piping,SHOP FABRICATION,SWOLXX,SHOP WOL WELD XXS,weld,54,FALSE
Piping,SHOP FABRICATION,SWOLXX,SHOP WOL WELD XXS,weld,60,FALSE
Piping,SHOP FABRICATION,SLOL,SHOP LATROLET WELD,weld,0.5,0.8
Piping,SHOP FABRICATION,SLOL,SHOP LATROLET WELD,weld,0.75,0.87
Piping,SHOP FABRICATION,SLOL,SHOP LATROLET WELD,weld,1,1.09
Piping,SHOP FABRICATION,SLOL,SHOP LATROLET WELD,weld,1.5,1.3
Piping,SHOP FABRICATION,SLOL,SHOP LATROLET WELD,weld,2,1.8
Piping,SHOP FABRICATION,SLOL,SHOP LATROLET WELD,weld,2.5,2.18
Piping,SHOP FABRICATION,SLOL,SHOP LATROLET WELD,weld,3,2.5
Piping,SHOP FABRICATION,SLOL,SHOP LATROLET WELD,weld,4,3.2
Piping,SHOP FABRICATION,SLOL,SHOP LATROLET WELD,weld,6,FALSE
Piping,SHOP FABRICATION,SLOL,SHOP LATROLET WELD,weld,8,FALSE
Piping,SHOP FABRICATION,SLOL,SHOP LATROLET WELD,weld,10,FALSE
Piping,SHOP FABRICATION,SLOL,SHOP LATROLET WELD,weld,12,FALSE
Piping,SHOP FABRICATION,SLOL,SHOP LATROLET WELD,weld,14,FALSE
Piping,SHOP FABRICATION,SLOL,SHOP LATROLET WELD,weld,16,FALSE
Piping,SHOP FABRICATION,SLOL,SHOP LATROLET WELD,weld,18,FALSE
Piping,SHOP FABRICATION,SLOL,SHOP LATROLET WELD,weld,20,FALSE
Piping,SHOP FABRICATION,SLOL,SHOP LATROLET WELD,weld,24,FALSE
Piping,SHOP FABRICATION,SLOL,SHOP LATROLET WELD,weld,30,FALSE
Piping,SHOP FABRICATION,SLOL,SHOP LATROLET WELD,weld,36,FALSE
Piping,SHOP FABRICATION,SLOL,SHOP LATROLET WELD,weld,42,FALSE
Piping,SHOP FABRICATION,SLOL,SHOP LATROLET WELD,weld,48,FALSE
Piping,SHOP FABRICATION,SLOL,SHOP LATROLET WELD,weld,54,FALSE
Piping,SHOP FABRICATION,SLOL,SHOP LATROLET WELD,weld,60,FALSE
Piping,SHOP FABRICATION,SBW S/10,SHOP BUTTWELD S/10,weld,0.5,0.484
Piping,SHOP FABRICATION,SBW S/10,SHOP BUTTWELD S/10,weld,0.75,0.528
Piping,SHOP FABRICATION,SBW S/10,SHOP BUTTWELD S/10,weld,1,0.616
Piping,SHOP FABRICATION,SBW S/10,SHOP BUTTWELD S/10,weld,1.5,0.66
Piping,SHOP FABRICATION,SBW S/10,SHOP BUTTWELD S/10,weld,2,0.704
Piping,SHOP FABRICATION,SBW S/10,SHOP BUTTWELD S/10,weld,2.5,0.748
Piping,SHOP FABRICATION,SBW S/10,SHOP BUTTWELD S/10,weld,3,0.792
Piping,SHOP FABRICATION,SBW S/10,SHOP BUTTWELD S/10,weld,4,0.9504
Piping,SHOP FABRICATION,SBW S/10,SHOP BUTTWELD S/10,weld,6,1.4256
Piping,SHOP FABRICATION,SBW S/10,SHOP BUTTWELD S/10,weld,8,1.9008
Piping,SHOP FABRICATION,SBW S/10,SHOP BUTTWELD S/10,weld,10,2.376
Piping,SHOP FABRICATION,SBW S/10,SHOP BUTTWELD S/10,weld,12,2.8512
Piping,SHOP FABRICATION,SBW S/10,SHOP BUTTWELD S/10,weld,14,3.4496
Piping,SHOP FABRICATION,SBW S/10,SHOP BUTTWELD S/10,weld,16,3.9424
Piping,SHOP FABRICATION,SBW S/10,SHOP BUTTWELD S/10,weld,18,4.4352
Piping,SHOP FABRICATION,SBW S/10,SHOP BUTTWELD S/10,weld,20,4.928
Piping,SHOP FABRICATION,SBW S/10,SHOP BUTTWELD S/10,weld,24,6.336
Piping,SHOP FABRICATION,SBW S/10,SHOP BUTTWELD S/10,weld,30,7.392
Piping,SHOP FABRICATION,SBW S/10,SHOP BUTTWELD S/10,weld,36,8.8704
Piping,SHOP FABRICATION,SBW S/10,SHOP BUTTWELD S/10,weld,42,FALSE
Piping,SHOP FABRICATION,SBW S/10,SHOP BUTTWELD S/10,weld,48,FALSE
Piping,SHOP FABRICATION,SBW S/10,SHOP BUTTWELD S/10,weld,54,FALSE
Piping,SHOP FABRICATION,SBW S/10,SHOP BUTTWELD S/10,weld,60,FALSE
Piping,SHOP FABRICATION,SV/D," SHOP VENT/DRAIN ASSY (SSOL,2SSW,VH8ST)",welds(3),0.5,2.35
Piping,SHOP FABRICATION,SV/D," SHOP VENT/DRAIN ASSY (SSOL,2SSW,VH8ST)",welds(3),0.75,3.5
Piping,SHOP FABRICATION,SV/D," SHOP VENT/DRAIN ASSY (SSOL,2SSW,VH8ST)",welds(3),1,4
Piping,SHOP FABRICATION,SV/D," SHOP VENT/DRAIN ASSY (SSOL,2SSW,VH8ST)",welds(3),1.5,4.5
Piping,SHOP FABRICATION,SV/D," SHOP VENT/DRAIN ASSY (SSOL,2SSW,VH8ST)",welds(3),2,FALSE
Piping,SHOP FABRICATION,SV/D," SHOP VENT/DRAIN ASSY (SSOL,2SSW,VH8ST)",welds(3),2.5,FALSE
Piping,SHOP FABRICATION,SV/D," SHOP VENT/DRAIN ASSY (SSOL,2SSW,VH8ST)",welds(3),3,FALSE
Piping,SHOP FABRICATION,SV/D," SHOP VENT/DRAIN ASSY (SSOL,2SSW,VH8ST)",welds(3),4,FALSE
Piping,SHOP FABRICATION,SV/D," SHOP VENT/DRAIN ASSY (SSOL,2SSW,VH8ST)",welds(3),6,FALSE
Piping,SHOP FABRICATION,SV/D," SHOP VENT/DRAIN ASSY (SSOL,2SSW,VH8ST)",welds(3),8,FALSE
Piping,SHOP FABRICATION,SV/D," SHOP VENT/DRAIN ASSY (SSOL,2SSW,VH8ST)",welds(3),10,FALSE
Piping,SHOP FABRICATION,SV/D," SHOP VENT/DRAIN ASSY (SSOL,2SSW,VH8ST)",welds(3),12,FALSE
Piping,SHOP FABRICATION,SV/D," SHOP VENT/DRAIN ASSY (SSOL,2SSW,VH8ST)",welds(3),14,FALSE
Piping,SHOP FABRICATION,SV/D," SHOP VENT/DRAIN ASSY (SSOL,2SSW,VH8ST)",welds(3),16,FALSE
Piping,SHOP FABRICATION,SV/D," SHOP VENT/DRAIN ASSY (SSOL,2SSW,VH8ST)",welds(3),18,FALSE
Piping,SHOP FABRICATION,SV/D," SHOP VENT/DRAIN ASSY (SSOL,2SSW,VH8ST)",welds(3),20,FALSE
Piping,SHOP FABRICATION,SV/D," SHOP VENT/DRAIN ASSY (SSOL,2SSW,VH8ST)",welds(3),24,FALSE
Piping,SHOP FABRICATION,SV/D," SHOP VENT/DRAIN ASSY (SSOL,2SSW,VH8ST)",welds(3),30,FALSE
Piping,SHOP FABRICATION,SV/D," SHOP VENT/DRAIN ASSY (SSOL,2SSW,VH8ST)",welds(3),36,FALSE
Piping,SHOP FABRICATION,SV/D," SHOP VENT/DRAIN ASSY (SSOL,2SSW,VH8ST)",welds(3),42,FALSE
Piping,SHOP FABRICATION,SV/D," SHOP VENT/DRAIN ASSY (SSOL,2SSW,VH8ST)",welds(3),48,FALSE
Piping,SHOP FABRICATION,SV/D," SHOP VENT/DRAIN ASSY (SSOL,2SSW,VH8ST)",welds(3),54,FALSE
Piping,SHOP FABRICATION,SV/D," SHOP VENT/DRAIN ASSY (SSOL,2SSW,VH8ST)",welds(3),60,FALSE
Piping,SHOP FABRICATION,SPSDL,SHOP DUMMY SUPT LEG,supt,0.5,0.5
Piping,SHOP FABRICATION,SPSDL,SHOP DUMMY SUPT LEG,supt,0.75,0.5
Piping,SHOP FABRICATION,SPSDL,SHOP DUMMY SUPT LEG,supt,1,0.5
Piping,SHOP FABRICATION,SPSDL,SHOP DUMMY SUPT LEG,supt,1.5,0.8
Piping,SHOP FABRICATION,SPSDL,SHOP DUMMY SUPT LEG,supt,2,0.95
Piping,SHOP FABRICATION,SPSDL,SHOP DUMMY SUPT LEG,supt,2.5,1.2
Piping,SHOP FABRICATION,SPSDL,SHOP DUMMY SUPT LEG,supt,3,1.35
Piping,SHOP FABRICATION,SPSDL,SHOP DUMMY SUPT LEG,supt,4,1.75
Piping,SHOP FABRICATION,SPSDL,SHOP DUMMY SUPT LEG,supt,6,2.5
Piping,SHOP FABRICATION,SPSDL,SHOP DUMMY SUPT LEG,supt,8,2.75
Piping,SHOP FABRICATION,SPSDL,SHOP DUMMY SUPT LEG,supt,10,3
Piping,SHOP FABRICATION,SPSDL,SHOP DUMMY SUPT LEG,supt,12,3.25
Piping,SHOP FABRICATION,SPSDL,SHOP DUMMY SUPT LEG,supt,14,3.5
Piping,SHOP FABRICATION,SPSDL,SHOP DUMMY SUPT LEG,supt,16,4
Piping,SHOP FABRICATION,SPSDL,SHOP DUMMY SUPT LEG,supt,18,4.5
Piping,SHOP FABRICATION,SPSDL,SHOP DUMMY SUPT LEG,supt,20,5
Piping,SHOP FABRICATION,SPSDL,SHOP DUMMY SUPT LEG,supt,24,5.5
Piping,SHOP FABRICATION,SPSDL,SHOP DUMMY SUPT LEG,supt,30,6.1
Piping,SHOP FABRICATION,SPSDL,SHOP DUMMY SUPT LEG,supt,36,FALSE
Piping,SHOP FABRICATION,SPSDL,SHOP DUMMY SUPT LEG,supt,42,FALSE
Piping,SHOP FABRICATION,SPSDL,SHOP DUMMY SUPT LEG,supt,48,FALSE
Piping,SHOP FABRICATION,SPSDL,SHOP DUMMY SUPT LEG,supt,54,FALSE
Piping,SHOP FABRICATION,SPSDL,SHOP DUMMY SUPT LEG,supt,60,FALSE
Piping,SHOP FABRICATION,SPSDLX,SHOP DUMMY SUPT LEG,supt,0.5,0.65
Piping,SHOP FABRICATION,SPSDLX,SHOP DUMMY SUPT LEG,supt,0.75,0.65
Piping,SHOP FABRICATION,SPSDLX,SHOP DUMMY SUPT LEG,supt,1,0.65
Piping,SHOP FABRICATION,SPSDLX,SHOP DUMMY SUPT LEG,supt,1.5,1
Piping,SHOP FABRICATION,SPSDLX,SHOP DUMMY SUPT LEG,supt,2,1.2
Piping,SHOP FABRICATION,SPSDLX,SHOP DUMMY SUPT LEG,supt,2.5,1.5
Piping,SHOP FABRICATION,SPSDLX,SHOP DUMMY SUPT LEG,supt,3,1.7
Piping,SHOP FABRICATION,SPSDLX,SHOP DUMMY SUPT LEG,supt,4,2.2
Piping,SHOP FABRICATION,SPSDLX,SHOP DUMMY SUPT LEG,supt,6,3.1
Piping,SHOP FABRICATION,SPSDLX,SHOP DUMMY SUPT LEG,supt,8,3.45
Piping,SHOP FABRICATION,SPSDLX,SHOP DUMMY SUPT LEG,supt,10,3.75
Piping,SHOP FABRICATION,SPSDLX,SHOP DUMMY SUPT LEG,supt,12,4.1
Piping,SHOP FABRICATION,SPSDLX,SHOP DUMMY SUPT LEG,supt,14,4.4
Piping,SHOP FABRICATION,SPSDLX,SHOP DUMMY SUPT LEG,supt,16,5
Piping,SHOP FABRICATION,SPSDLX,SHOP DUMMY SUPT LEG,supt,18,5.65
Piping,SHOP FABRICATION,SPSDLX,SHOP DUMMY SUPT LEG,supt,20,6.25
Piping,SHOP FABRICATION,SPSDLX,SHOP DUMMY SUPT LEG,supt,24,6.9
Piping,SHOP FABRICATION,SPSDLX,SHOP DUMMY SUPT LEG,supt,30,7.6
Piping,SHOP FABRICATION,SPSDLX,SHOP DUMMY SUPT LEG,supt,36,FALSE
Piping,SHOP FABRICATION,SPSDLX,SHOP DUMMY SUPT LEG,supt,42,FALSE
Piping,SHOP FABRICATION,SPSDLX,SHOP DUMMY SUPT LEG,supt,48,FALSE
Piping,SHOP FABRICATION,SPSDLX,SHOP DUMMY SUPT LEG,supt,54,FALSE
Piping,SHOP FABRICATION,SPSDLX,SHOP DUMMY SUPT LEG,supt,60,FALSE
Piping,SHOP FABRICATION,SPSBL,SHOP BASE ELL SUPT,supt,0.5,0.5
Piping,SHOP FABRICATION,SPSBL,SHOP BASE ELL SUPT,supt,0.75,0.5
Piping,SHOP FABRICATION,SPSBL,SHOP BASE ELL SUPT,supt,1,0.5
Piping,SHOP FABRICATION,SPSBL,SHOP BASE ELL SUPT,supt,1.5,0.8
Piping,SHOP FABRICATION,SPSBL,SHOP BASE ELL SUPT,supt,2,0.95
Piping,SHOP FABRICATION,SPSBL,SHOP BASE ELL SUPT,supt,2.5,1.2
Piping,SHOP FABRICATION,SPSBL,SHOP BASE ELL SUPT,supt,3,1.35
Piping,SHOP FABRICATION,SPSBL,SHOP BASE ELL SUPT,supt,4,1.75
Piping,SHOP FABRICATION,SPSBL,SHOP BASE ELL SUPT,supt,6,2.5
Piping,SHOP FABRICATION,SPSBL,SHOP BASE ELL SUPT,supt,8,2.75
Piping,SHOP FABRICATION,SPSBL,SHOP BASE ELL SUPT,supt,10,3
Piping,SHOP FABRICATION,SPSBL,SHOP BASE ELL SUPT,supt,12,3.25
Piping,SHOP FABRICATION,SPSBL,SHOP BASE ELL SUPT,supt,14,3.5
Piping,SHOP FABRICATION,SPSBL,SHOP BASE ELL SUPT,supt,16,4
Piping,SHOP FABRICATION,SPSBL,SHOP BASE ELL SUPT,supt,18,4.5
Piping,SHOP FABRICATION,SPSBL,SHOP BASE ELL SUPT,supt,20,5
Piping,SHOP FABRICATION,SPSBL,SHOP BASE ELL SUPT,supt,24,5.5
Piping,SHOP FABRICATION,SPSBL,SHOP BASE ELL SUPT,supt,30,6.1
