Member,LB/LF,Steel Type, Factor , LB/LF2 , TNS/Unit ,Kg/M,MH/Unit,Hours,SF per LF,QTO UoM,UoM,Notes
W40x215,215,Extra Heavy, 1.05 , 225.75 , 0.113 ,319.9552695,10, 1.13 ,11.65,LF,TONS,Member
W40x221,221,Extra Heavy, 1.05 , 232.05 , 0.116 ,328.8842538,10, 1.16 ,12.24,LF,TONS,Member
W40x244,244,Extra Heavy, 1.05 , 256.20 , 0.128 ,363.1120268,10, 1.28 ,12.30,LF,TONS,Member
W40x249,249,Extra Heavy, 1.05 , 261.45 , 0.131 ,370.552847,10, 1.31 ,11.69,LF,TONS,Member
W40x268,268,Extra Heavy, 1.05 , 281.40 , 0.141 ,398.8279639,10, 1.41 ,12.35,LF,TONS,Member
W40x277,277,Extra Heavy, 1.05 , 290.85 , 0.145 ,412.2214403,10, 1.45 ,11.78,LF,TONS,Member
W40x297,297,Extra Heavy, 1.05 , 311.85 , 0.156 ,441.9847211,10, 1.56 ,11.78,LF,TONS,Member
W40x298,298,Extra Heavy, 1.05 , 312.90 , 0.156 ,443.4728852,10, 1.56 ,12.45,LF,TONS,Member
W40x324,324,Extra Heavy, 1.05 , 340.20 , 0.170 ,482.1651503,10, 1.70 ,11.81,LF,TONS,Member
W40x328,328,Extra Heavy, 1.05 , 344.40 , 0.172 ,488.1178065,10, 1.72 ,12.47,LF,TONS,Member
W40x362,362,Extra Heavy, 1.05 , 380.10 , 0.190 ,538.715384,10, 1.90 ,11.90,LF,TONS,Member
W40x397,397,Extra Heavy, 1.05 , 416.85 , 0.208 ,590.8011256,10, 2.08 ,12.00,LF,TONS,Member
W40x436,436,Extra Heavy, 1.05 , 457.80 , 0.229 ,648.8395233,10, 2.29 ,12.09,LF,TONS,Member
W40x480,480,Extra Heavy, 1.05 , 504.00 , 0.252 ,714.3187412,10, 2.52 ,12.18,LF,TONS,Member
W40x531,531,Extra Heavy, 1.05 , 557.55 , 0.279 ,790.2151075,10, 2.79 ,12.29,LF,TONS,Member
W40x593,593,Extra Heavy, 1.05 , 622.65 , 0.311 ,882.4812782,10, 3.11 ,12.45,LF,TONS,Member
W40x655,655,Extra Heavy, 1.05 , 687.75 , 0.344 ,974.747449,10, 3.44 ,12.56,LF,TONS,Member
W44x198,198,Extra Heavy, 1.05 , 207.90 , 0.104 ,294.6564808,10, 1.04 ,10.95,LF,TONS,Member
W44x224,224,Extra Heavy, 1.05 , 235.20 , 0.118 ,333.3487459,10, 1.18 ,10.99,LF,TONS,Member
W44X248,248,Extra Heavy, 1.05 , 260.40 , 0.130 ,369.064683,10, 1.30 ,11.04,LF,TONS,Member
W44x285,285,Extra Heavy, 1.05 , 299.25 , 0.150 ,424.1267526,10, 1.50 ,11.08,LF,TONS,Member
WT10.5x83,83,Extra Heavy, 1.05 , 87.15 , 0.044 ,123.5176157,10, 0.44 ,3.94,LF,TONS,Member
WT12x81,81,Extra Heavy, 1.05 , 85.05 , 0.043 ,120.5412876,10, 0.43 ,4.25,LF,TONS,Member
WT12x88,88,Extra Heavy, 1.05 , 92.40 , 0.046 ,130.9584359,10, 0.46 ,4.25,LF,TONS,Member
WT13.5x108.5,108.5,Extra Heavy, 1.05 , 113.93 , 0.057 ,161.4657988,10, 0.57 ,4.72,LF,TONS,Member
WT13.5x80.5,80.5,Extra Heavy, 1.05 , 84.53 , 0.042 ,119.7972056,10, 0.42 ,4.63,LF,TONS,Member
WT13.5x89,89,Extra Heavy, 1.05 , 93.45 , 0.047 ,132.4465999,10, 0.47 ,4.67,LF,TONS,Member
WT13.5X97,97,Extra Heavy, 1.05 , 101.85 , 0.051 ,144.3519123,10, 0.51 ,4.68,LF,TONS,Member
WT15x105.5,105.5,Extra Heavy, 1.05 , 110.78 , 0.055 ,157.0013067,10, 0.55 ,5.10,LF,TONS,Member
WT15x117.5,117.5,Extra Heavy, 1.05 , 123.38 , 0.062 ,174.8592752,10, 0.62 ,5.10,LF,TONS,Member
WT15x86.5,86.5,Extra Heavy, 1.05 , 90.83 , 0.045 ,128.7261898,10, 0.45 ,5.04,LF,TONS,Member
WT15x95.5,95.5,Extra Heavy, 1.05 , 100.28 , 0.050 ,142.1196662,10, 0.50 ,5.06,LF,TONS,Member
WT16.5x100.5,100.5,Extra Heavy, 1.05 , 105.53 , 0.053 ,149.5604864,10, 0.53 ,5.44,LF,TONS,Member
WT16.5x110.5,110.5,Extra Heavy, 1.05 , 116.03 , 0.058 ,164.4421269,10, 0.58 ,5.46,LF,TONS,Member
WT16.5x120.5,120.5,Extra Heavy, 1.05 , 126.53 , 0.063 ,179.3237673,10, 0.63 ,5.50,LF,TONS,Member
WT16.5x131.5,131.5,Extra Heavy, 1.05 , 138.08 , 0.069 ,195.6935718,10, 0.69 ,5.50,LF,TONS,Member
WT16.5x145.5,145.5,Extra Heavy, 1.05 , 152.78 , 0.076 ,216.5278684,10, 0.76 ,5.55,LF,TONS,Member
WT16.5x159,159,Extra Heavy, 1.05 , 166.95 , 0.083 ,236.618083,10, 0.83 ,5.59,LF,TONS,Member
WT16.5x177,177,Extra Heavy, 1.05 , 185.85 , 0.093 ,263.4050358,10, 0.93 ,5.65,LF,TONS,Member
WT16.5x84.5,84.5,Extra Heavy, 1.05 , 88.73 , 0.044 ,125.7498617,10, 0.44 ,4.74,LF,TONS,Member
WT18x105,105,Extra Heavy, 1.05 , 110.25 , 0.055 ,156.2572246,10, 0.55 ,5.08,LF,TONS,Member
WT18x115,115,Extra Heavy, 1.05 , 120.75 , 0.060 ,171.1388651,10, 0.60 ,5.75,LF,TONS,Member
WT18x116,116,Extra Heavy, 1.05 , 121.80 , 0.061 ,172.6270291,10, 0.61 ,5.11,LF,TONS,Member
WT18x122.5,122.5,Extra Heavy, 1.05 , 128.63 , 0.064 ,182.3000954,10, 0.64 ,5.75,LF,TONS,Member
WT18x128,128,Extra Heavy, 1.05 , 134.40 , 0.067 ,190.4849977,10, 0.67 ,5.16,LF,TONS,Member
WT18x130,130,Extra Heavy, 1.05 , 136.50 , 0.068 ,193.4613258,10, 0.68 ,5.77,LF,TONS,Member
WT18x140,140,Extra Heavy, 1.05 , 147.00 , 0.074 ,208.3429662,10, 0.74 ,5.81,LF,TONS,Member
WT18x150,150,Extra Heavy, 1.05 , 157.50 , 0.079 ,223.2246066,10, 0.79 ,5.83,LF,TONS,Member
WT18x164,164,Extra Heavy, 1.05 , 172.20 , 0.086 ,244.0589033,10, 0.86 ,5.86,LF,TONS,Member
WT18x179.5,179.5,Extra Heavy, 1.05 , 188.48 , 0.094 ,267.1254459,10, 0.94 ,5.91,LF,TONS,Member
WT18x80,80,Extra Heavy, 1.05 , 84.00 , 0.042 ,119.0531235,10, 0.42 ,5.00,LF,TONS,Member
WT18x85,85,Extra Heavy, 1.05 , 89.25 , 0.045 ,126.4939438,10, 0.45 ,5.02,LF,TONS,Member
WT18x91,91,Extra Heavy, 1.05 , 95.55 , 0.048 ,135.422928,10, 0.48 ,5.04,LF,TONS,Member
WT18x97,97,Extra Heavy, 1.05 , 101.85 , 0.051 ,144.3519123,10, 0.51 ,5.06,LF,TONS,Member
WT6x105,105,Extra Heavy, 1.05 , 110.25 , 0.055 ,156.2572246,10, 0.55 ,3.35,LF,TONS,Member
WT6x115,115,Extra Heavy, 1.05 , 120.75 , 0.060 ,171.1388651,10, 0.60 ,3.40,LF,TONS,Member
WT6x126,126,Extra Heavy, 1.05 , 132.30 , 0.066 ,187.5086696,10, 0.66 ,3.46,LF,TONS,Member
WT6x139.5,139.5,Extra Heavy, 1.05 , 146.48 , 0.073 ,207.5988842,10, 0.73 ,3.50,LF,TONS,Member
WT6x152.5,152.5,Extra Heavy, 1.05 , 160.13 , 0.080 ,226.9450167,10, 0.80 ,3.56,LF,TONS,Member
WT6x168,168,Extra Heavy, 1.05 , 176.40 , 0.088 ,250.0115594,10, 0.88 ,3.63,LF,TONS,Member
WT6x85,85,Extra Heavy, 1.05 , 89.25 , 0.045 ,126.4939438,10, 0.45 ,3.27,LF,TONS,Member
WT6x95,95,Extra Heavy, 1.05 , 99.75 , 0.050 ,141.3755842,10, 0.50 ,3.31,LF,TONS,Member
WT7x105.5,105.5,Extra Heavy, 1.05 , 110.78 , 0.055 ,157.0013067,10, 0.55 ,3.94,LF,TONS,Member
WT7x116.5,116.5,Extra Heavy, 1.05 , 122.33 , 0.061 ,173.3711112,10, 0.61 ,3.98,LF,TONS,Member
WT7x128.5,128.5,Extra Heavy, 1.05 , 134.93 , 0.067 ,191.2290797,10, 0.67 ,4.04,LF,TONS,Member
WT7x141.5,141.5,Extra Heavy, 1.05 , 148.58 , 0.074 ,210.5752123,10, 0.74 ,4.08,LF,TONS,Member
WT7x155.5,155.5,Extra Heavy, 1.05 , 163.28 , 0.082 ,231.4095089,10, 0.82 ,4.13,LF,TONS,Member
WT7x171,171,Extra Heavy, 1.05 , 179.55 , 0.090 ,254.4760516,10, 0.90 ,4.19,LF,TONS,Member
WT7x185,185,Extra Heavy, 1.05 , 194.25 , 0.097 ,275.3103482,10, 0.97 ,4.25,LF,TONS,Member
WT7x199,199,Extra Heavy, 1.05 , 208.95 , 0.104 ,296.1446448,10, 1.04 ,4.29,LF,TONS,Member
WT7x213,213,Extra Heavy, 1.05 , 223.65 , 0.112 ,316.9789414,10, 1.12 ,4.35,LF,TONS,Member
WT7x227.5,227.5,Extra Heavy, 1.05 , 238.88 , 0.119 ,338.5573201,10, 1.19 ,4.40,LF,TONS,Member
WT7x250,250,Extra Heavy, 1.05 , 262.50 , 0.131 ,372.0410111,10, 1.31 ,4.46,LF,TONS,Member
WT7x275,275,Extra Heavy, 1.05 , 288.75 , 0.144 ,409.2451122,10, 1.44 ,4.56,LF,TONS,Member
WT7x302.5,302.5,Extra Heavy, 1.05 , 317.63 , 0.159 ,450.1696234,10, 1.59 ,4.65,LF,TONS,Member
WT7x332.5,332.5,Extra Heavy, 1.05 , 349.13 , 0.175 ,494.8145447,10, 1.75 ,4.75,LF,TONS,Member
WT7x365,365,Extra Heavy, 1.05 , 383.25 , 0.192 ,543.1798762,10, 1.92 ,4.85,LF,TONS,Member
WT7x88,88,Extra Heavy, 1.05 , 92.40 , 0.046 ,130.9584359,10, 0.46 ,3.88,LF,TONS,Member
WT7x96.5,96.5,Extra Heavy, 1.05 , 101.33 , 0.051 ,143.6078303,10, 0.51 ,3.92,LF,TONS,Member
C15x50,50,Heavy, 1.05 , 52.50 , 0.026 ,74.40820221,12, 0.32 ,3.53,LF,TONS,Member
HP10x42,42,Heavy, 1.05 , 44.10 , 0.022 ,62.50288986,12, 0.26 ,4.93,LF,TONS,Member
HP10x57,57,Heavy, 1.05 , 59.85 , 0.030 ,84.82535052,12, 0.36 ,4.99,LF,TONS,Member
HP12x53,53,Heavy, 1.05 , 55.65 , 0.028 ,78.87269435,12, 0.33 ,5.89,LF,TONS,Member
HP12x63,63,Heavy, 1.05 , 66.15 , 0.033 ,93.75433479,12, 0.40 ,5.96,LF,TONS,Member
HP12x74,74,Heavy, 1.05 , 77.70 , 0.039 ,110.1241393,12, 0.47 ,6.00,LF,TONS,Member
HP13x60,60,Heavy, 1.05 , 63.00 , 0.032 ,89.28984266,12, 0.38 ,6.30,LF,TONS,Member
HP13x73,73,Heavy, 1.05 , 76.65 , 0.038 ,108.6359752,12, 0.46 ,6.36,LF,TONS,Member
HP14x73,73,Heavy, 1.05 , 76.65 , 0.038 ,108.6359752,12, 0.46 ,7.06,LF,TONS,Member
HSS10x10x1/2,62.46,Heavy, 1.05 , 65.58 , 0.033 ,92.9507262,12, 0.39 ,3.33,LF,TONS,Member
HSS10x10x3/8,47.9,Heavy, 1.05 , 50.30 , 0.025 ,71.28305772,12, 0.30 ,3.33,LF,TONS,Member
HSS10x10x5/16,40.35,Heavy, 1.05 , 42.37 , 0.021 ,60.04741919,12, 0.25 ,3.33,LF,TONS,Member
HSS10x10x5/8,76.33,Heavy, 1.05 , 80.15 , 0.040 ,113.5915615,12, 0.48 ,3.33,LF,TONS,Member
HSS10x10x9/16,69.48,Heavy, 1.05 , 72.95 , 0.036 ,103.3976378,12, 0.44 ,3.33,LF,TONS,Member
HSS10x4x1/2,42.05,Heavy, 1.05 , 44.15 , 0.022 ,62.57729806,12, 0.26 ,2.33,LF,TONS,Member
HSS10x4x9/16,46.51,Heavy, 1.05 , 48.84 , 0.024 ,69.2145097,12, 0.29 ,2.33,LF,TONS,Member
HSS10x5x1/2,45.45,Heavy, 1.05 , 47.72 , 0.024 ,67.63705581,12, 0.29 ,2.50,LF,TONS,Member
HSS10x5x5/8,55.06,Heavy, 1.05 , 57.81 , 0.029 ,81.93831228,12, 0.35 ,2.50,LF,TONS,Member
HSS10x5x9/16,50.34,Heavy, 1.05 , 52.86 , 0.026 ,74.91417799,12, 0.32 ,2.50,LF,TONS,Member
HSS10x6x1/2,48.85,Heavy, 1.05 , 51.29 , 0.026 ,72.69681356,12, 0.31 ,2.67,LF,TONS,Member
HSS10x6x5/8,59.32,Heavy, 1.05 , 62.29 , 0.031 ,88.27789111,12, 0.37 ,2.67,LF,TONS,Member
HSS10x6x9/16,54.17,Heavy, 1.05 , 56.88 , 0.028 ,80.61384628,12, 0.34 ,2.67,LF,TONS,Member
HSS10x8x1/2,55.66,Heavy, 1.05 , 58.44 , 0.029 ,82.8312107,12, 0.35 ,3.00,LF,TONS,Member
HSS10x8x3/8,42.79,Heavy, 1.05 , 44.93 , 0.022 ,63.67853945,12, 0.27 ,3.00,LF,TONS,Member
HSS10x8x5/8,67.82,Heavy, 1.05 , 71.21 , 0.036 ,100.9272855,12, 0.43 ,3.00,LF,TONS,Member
HSS10x8x9/16,61.83,Heavy, 1.05 , 64.92 , 0.032 ,92.01318286,12, 0.39 ,3.00,LF,TONS,Member
HSS12x12x1/2,76.07,Heavy, 1.05 , 79.87 , 0.040 ,113.2046388,12, 0.48 ,4.00,LF,TONS,Member
HSS12x12x3/8,58.1,Heavy, 1.05 , 61.01 , 0.031 ,86.46233097,12, 0.37 ,4.00,LF,TONS,Member
HSS12x12x5/16,48.86,Heavy, 1.05 , 51.30 , 0.026 ,72.7116952,12, 0.31 ,4.00,LF,TONS,Member
HSS12x4x1/2,48.85,Heavy, 1.05 , 51.29 , 0.026 ,72.69681356,12, 0.31 ,2.67,LF,TONS,Member
HSS12x4x5/8,59.32,Heavy, 1.05 , 62.29 , 0.031 ,88.27789111,12, 0.37 ,2.67,LF,TONS,Member
HSS12x4x9/16,54.17,Heavy, 1.05 , 56.88 , 0.028 ,80.61384628,12, 0.34 ,2.67,LF,TONS,Member
HSS12x6x1/2,55.66,Heavy, 1.05 , 58.44 , 0.029 ,82.8312107,12, 0.35 ,3.00,LF,TONS,Member
HSS12x6x3/8,42.79,Heavy, 1.05 , 44.93 , 0.022 ,63.67853945,12, 0.27 ,3.00,LF,TONS,Member
HSS12x6x5/8,67.82,Heavy, 1.05 , 71.21 , 0.036 ,100.9272855,12, 0.43 ,3.00,LF,TONS,Member
HSS12x6x9/16,61.83,Heavy, 1.05 , 64.92 , 0.032 ,92.01318286,12, 0.39 ,3.00,LF,TONS,Member
HSS12x8x1/2,62.46,Heavy, 1.05 , 65.58 , 0.033 ,92.9507262,12, 0.39 ,3.33,LF,TONS,Member
HSS12x8x3/8,47.9,Heavy, 1.05 , 50.30 , 0.025 ,71.28305772,12, 0.30 ,3.33,LF,TONS,Member
HSS12x8x5/16,40.35,Heavy, 1.05 , 42.37 , 0.021 ,60.04741919,12, 0.25 ,3.33,LF,TONS,Member
HSS12x8x5/8,76.33,Heavy, 1.05 , 80.15 , 0.040 ,113.5915615,12, 0.48 ,3.33,LF,TONS,Member
HSS12x8x9/16,69.48,Heavy, 1.05 , 72.95 , 0.036 ,103.3976378,12, 0.44 ,3.33,LF,TONS,Member
HSS14x10x1/2,76.07,Heavy, 1.05 , 79.87 , 0.040 ,113.2046388,12, 0.48 ,4.00,LF,TONS,Member
HSS14x10x3/8,58.1,Heavy, 1.05 , 61.01 , 0.031 ,86.46233097,12, 0.37 ,4.00,LF,TONS,Member
HSS14x10x5/16,48.86,Heavy, 1.05 , 51.30 , 0.026 ,72.7116952,12, 0.31 ,4.00,LF,TONS,Member
HSS14x14x3/8,68.31,Heavy, 1.05 , 71.73 , 0.036 ,101.6564859,12, 0.43 ,4.67,LF,TONS,Member
HSS14x14x5/16,57.36,Heavy, 1.05 , 60.23 , 0.030 ,85.36108958,12, 0.36 ,4.67,LF,TONS,Member
HSS14x4x1/2,55.66,Heavy, 1.05 , 58.44 , 0.029 ,82.8312107,12, 0.35 ,3.00,LF,TONS,Member
HSS14x4x3/8,42.79,Heavy, 1.05 , 44.93 , 0.022 ,63.67853945,12, 0.27 ,3.00,LF,TONS,Member
HSS14x6x1/2,62.46,Heavy, 1.05 , 65.58 , 0.033 ,92.9507262,12, 0.39 ,3.33,LF,TONS,Member
HSS14x6x3/8,47.9,Heavy, 1.05 , 50.30 , 0.025 ,71.28305772,12, 0.30 ,3.33,LF,TONS,Member
HSS14x6x5/16,40.35,Heavy, 1.05 , 42.37 , 0.021 ,60.04741919,12, 0.25 ,3.33,LF,TONS,Member
HSS16x12x3/8,68.31,Heavy, 1.05 , 71.73 , 0.036 ,101.6564859,12, 0.43 ,4.67,LF,TONS,Member
HSS16x12x5/16,57.36,Heavy, 1.05 , 60.23 , 0.030 ,85.36108958,12, 0.36 ,4.67,LF,TONS,Member
HSS16x16x3/8,78.52,Heavy, 1.05 , 82.45 , 0.041 ,116.8506408,12, 0.49 ,5.33,LF,TONS,Member
HSS16x16x5/16,65.87,Heavy, 1.05 , 69.16 , 0.035 ,98.0253656,12, 0.41 ,5.33,LF,TONS,Member
HSS16x4x1/2,62.46,Heavy, 1.05 , 65.58 , 0.033 ,92.9507262,12, 0.39 ,3.33,LF,TONS,Member
HSS16x4x3/8,47.9,Heavy, 1.05 , 50.30 , 0.025 ,71.28305772,12, 0.30 ,3.33,LF,TONS,Member
HSS16x4x5/16,40.35,Heavy, 1.05 , 42.37 , 0.021 ,60.04741919,12, 0.25 ,3.33,LF,TONS,Member
HSS16x8x1/2,76.07,Heavy, 1.05 , 79.87 , 0.040 ,113.2046388,12, 0.48 ,4.00,LF,TONS,Member
HSS16x8x3/8,58.1,Heavy, 1.05 , 61.01 , 0.031 ,86.46233097,12, 0.37 ,4.00,LF,TONS,Member
HSS16x8x5/16,48.86,Heavy, 1.05 , 51.30 , 0.026 ,72.7116952,12, 0.31 ,4.00,LF,TONS,Member
HSS18x6x1/2,76.07,Heavy, 1.05 , 79.87 , 0.040 ,113.2046388,12, 0.48 ,4.00,LF,TONS,Member
HSS18x6x3/8,58.1,Heavy, 1.05 , 61.01 , 0.031 ,86.46233097,12, 0.37 ,4.00,LF,TONS,Member
HSS18x6x5/16,48.86,Heavy, 1.05 , 51.30 , 0.026 ,72.7116952,12, 0.31 ,4.00,LF,TONS,Member
HSS20x12x3/8,78.52,Heavy, 1.05 , 82.45 , 0.041 ,116.8506408,12, 0.49 ,5.33,LF,TONS,Member
HSS20x12x5/16,65.87,Heavy, 1.05 , 69.16 , 0.035 ,98.0253656,12, 0.41 ,5.33,LF,TONS,Member
HSS20x4x1/2,76.07,Heavy, 1.05 , 79.87 , 0.040 ,113.2046388,12, 0.48 ,4.00,LF,TONS,Member
HSS20x4x3/8,58.1,Heavy, 1.05 , 61.01 , 0.031 ,86.46233097,12, 0.37 ,4.00,LF,TONS,Member
HSS20x4x5/16,48.86,Heavy, 1.05 , 51.30 , 0.026 ,72.7116952,12, 0.31 ,4.00,LF,TONS,Member
HSS20x8x3/8,68.31,Heavy, 1.05 , 71.73 , 0.036 ,101.6564859,12, 0.43 ,4.67,LF,TONS,Member
HSS20x8x5/16,57.36,Heavy, 1.05 , 60.23 , 0.030 ,85.36108958,12, 0.36 ,4.67,LF,TONS,Member
HSS7x7x1/2,42.05,Heavy, 1.05 , 44.15 , 0.022 ,62.57729806,12, 0.26 ,2.33,LF,TONS,Member
HSS7x7x9/16,46.51,Heavy, 1.05 , 48.84 , 0.024 ,69.2145097,12, 0.29 ,2.33,LF,TONS,Member
HSS8x6x1/2,42.05,Heavy, 1.05 , 44.15 , 0.022 ,62.57729806,12, 0.26 ,2.33,LF,TONS,Member
HSS8x6x9/16,46.51,Heavy, 1.05 , 48.84 , 0.024 ,69.2145097,12, 0.29 ,2.33,LF,TONS,Member
HSS8x8x1/2,48.85,Heavy, 1.05 , 51.29 , 0.026 ,72.69681356,12, 0.31 ,2.67,LF,TONS,Member
HSS8x8x5/8,59.32,Heavy, 1.05 , 62.29 , 0.031 ,88.27789111,12, 0.37 ,2.67,LF,TONS,Member
HSS8x8x9/16,54.17,Heavy, 1.05 , 56.88 , 0.028 ,80.61384628,12, 0.34 ,2.67,LF,TONS,Member
HSS9x5x1/2,42.05,Heavy, 1.05 , 44.15 , 0.022 ,62.57729806,12, 0.26 ,2.33,LF,TONS,Member
HSS9x5x9/16,46.51,Heavy, 1.05 , 48.84 , 0.024 ,69.2145097,12, 0.29 ,2.33,LF,TONS,Member
HSS9x6x1/2,45.45,Heavy, 1.05 , 47.72 , 0.024 ,67.63705581,12, 0.29 ,2.50,LF,TONS,Member
HSS9x6x5/8,55.06,Heavy, 1.05 , 57.81 , 0.029 ,81.93831228,12, 0.35 ,2.50,LF,TONS,Member
HSS9x6x9/16,50.34,Heavy, 1.05 , 52.86 , 0.026 ,74.91417799,12, 0.32 ,2.50,LF,TONS,Member
HSS9x7x1/2,48.85,Heavy, 1.05 , 51.29 , 0.026 ,72.69681356,12, 0.31 ,2.67,LF,TONS,Member
HSS9x7x5/8,59.32,Heavy, 1.05 , 62.29 , 0.031 ,88.27789111,12, 0.37 ,2.67,LF,TONS,Member
HSS9x7x9/16,54.17,Heavy, 1.05 , 56.88 , 0.028 ,80.61384628,12, 0.34 ,2.67,LF,TONS,Member
HSS9x9x1/2,55.66,Heavy, 1.05 , 58.44 , 0.029 ,82.8312107,12, 0.35 ,3.00,LF,TONS,Member
HSS9x9x3/8,42.79,Heavy, 1.05 , 44.93 , 0.022 ,63.67853945,12, 0.27 ,3.00,LF,TONS,Member
HSS9x9x5/8,67.82,Heavy, 1.05 , 71.21 , 0.036 ,100.9272855,12, 0.43 ,3.00,LF,TONS,Member
HSS9x9x9/16,61.83,Heavy, 1.05 , 64.92 , 0.032 ,92.01318286,12, 0.39 ,3.00,LF,TONS,Member
L8x6x1,44.2,Heavy, 1.05 , 46.41 , 0.023 ,65.77685076,12, 0.28 ,2.33,LF,TONS,Member
L8x8x1,51,Heavy, 1.05 , 53.55 , 0.027 ,75.89636626,12, 0.32 ,2.67,LF,TONS,Member
L8x8x1 1/8,56.9,Heavy, 1.05 , 59.75 , 0.030 ,84.67653412,12, 0.36 ,2.67,LF,TONS,Member
L8x8x7/8,45,Heavy, 1.05 , 47.25 , 0.024 ,66.96738199,12, 0.28 ,2.67,LF,TONS,Member
MC10x41.1,41.1,Heavy, 1.05 , 43.16 , 0.022 ,61.16354222,12, 0.26 ,2.90,LF,TONS,Member
MC12x45,45,Heavy, 1.05 , 47.25 , 0.024 ,66.96738199,12, 0.28 ,3.10,LF,TONS,Member
MC12x50,50,Heavy, 1.05 , 52.50 , 0.026 ,74.40820221,12, 0.32 ,3.13,LF,TONS,Member
MC13x50,50,Heavy, 1.05 , 52.50 , 0.026 ,74.40820221,12, 0.32 ,3.39,LF,TONS,Member
MC18x42.7,42.7,Heavy, 1.05 , 44.84 , 0.022 ,63.54460469,12, 0.27 ,4.16,LF,TONS,Member
MC18x45.8,45.8,Heavy, 1.05 , 48.09 , 0.024 ,68.15791323,12, 0.29 ,4.15,LF,TONS,Member
MC18x51.9,51.9,Heavy, 1.05 , 54.50 , 0.027 ,77.2357139,12, 0.33 ,4.17,LF,TONS,Member
MC18x58,58,Heavy, 1.05 , 60.90 , 0.030 ,86.31351457,12, 0.37 ,4.20,LF,TONS,Member
Plate 1,40.84,Heavy, 1.05 , 42.88 , 0.021 ,,12, 0.26 ,,SF,TONS,Member
Plate 1 1/2,61.26,Heavy, 1.05 , 64.32 , 0.032 ,,12, 0.39 ,,SF,TONS,Member
Plate 1 1/4,51.05,Heavy, 1.05 , 53.60 , 0.027 ,,12, 0.32 ,,SF,TONS,Member
Plate 1 1/8,45.95,Heavy, 1.05 , 48.25 , 0.024 ,,12, 0.29 ,,SF,TONS,Member
Plate 1 3/16,48.45,Heavy, 1.05 , 50.87 , 0.025 ,,12, 0.31 ,,SF,TONS,Member
Plate 1 3/4,71.47,Heavy, 1.05 , 75.04 , 0.038 ,,12, 0.45 ,,SF,TONS,Member
Plate 1 3/8,56.1,Heavy, 1.05 , 58.91 , 0.029 ,,12, 0.35 ,,SF,TONS,Member
Plate 1 5/8,66.3,Heavy, 1.05 , 69.62 , 0.035 ,,12, 0.42 ,,SF,TONS,Member
S12x40.8,40.8,Heavy, 1.05 , 42.84 , 0.021 ,60.71709301,12, 0.26 ,3.68,LF,TONS,Member
S12x50,50,Heavy, 1.05 , 52.50 , 0.026 ,74.40820221,12, 0.32 ,3.72,LF,TONS,Member
S15x42.9,42.9,Heavy, 1.05 , 45.05 , 0.023 ,63.8422375,12, 0.27 ,4.26,LF,TONS,Member
S15x50,50,Heavy, 1.05 , 52.50 , 0.026 ,74.40820221,12, 0.32 ,4.28,LF,TONS,Member
S18x54.7,54.7,Heavy, 1.05 , 57.44 , 0.029 ,81.40257322,12, 0.34 ,4.93,LF,TONS,Member
S18x70,70,Heavy, 1.05 , 73.50 , 0.037 ,104.1714831,12, 0.44 ,4.97,LF,TONS,Member
S20x66,66,Heavy, 1.05 , 69.30 , 0.035 ,98.21882692,12, 0.42 ,5.33,LF,TONS,Member
S20x75,75,Heavy, 1.05 , 78.75 , 0.039 ,111.6123033,12, 0.47 ,5.35,LF,TONS,Member
ST10x43,43,Heavy, 1.05 , 45.15 , 0.023 ,63.9910539,12, 0.27 ,2.85,LF,TONS,Member
ST10x48,48,Heavy, 1.05 , 50.40 , 0.025 ,71.43187412,12, 0.30 ,2.90,LF,TONS,Member
ST12x45,45,Heavy, 1.05 , 47.25 , 0.024 ,66.96738199,12, 0.28 ,3.19,LF,TONS,Member
ST12x50,50,Heavy, 1.05 , 52.50 , 0.026 ,74.40820221,12, 0.32 ,3.21,LF,TONS,Member
ST12x53,53,Heavy, 1.05 , 55.65 , 0.028 ,78.87269435,12, 0.33 ,3.35,LF,TONS,Member
ST12x60.5,60.5,Heavy, 1.05 , 63.53 , 0.032 ,90.03392468,12, 0.38 ,3.38,LF,TONS,Member
W10x45,45,Heavy, 1.05 , 47.25 , 0.024 ,66.96738199,12, 0.28 ,4.29,LF,TONS,Member
W10x49,49,Heavy, 1.05 , 51.45 , 0.026 ,72.92003817,12, 0.31 ,4.95,LF,TONS,Member
W10x54,54,Heavy, 1.05 , 56.70 , 0.028 ,80.36085839,12, 0.34 ,4.96,LF,TONS,Member
W10x60,60,Heavy, 1.05 , 63.00 , 0.032 ,89.28984266,12, 0.38 ,5.01,LF,TONS,Member
W10x68,68,Heavy, 1.05 , 71.40 , 0.036 ,101.195155,12, 0.43 ,5.02,LF,TONS,Member
W10x77,77,Heavy, 1.05 , 80.85 , 0.040 ,114.5886314,12, 0.49 ,5.10,LF,TONS,Member
W12x45,45,Heavy, 1.05 , 47.25 , 0.024 ,66.96738199,12, 0.28 ,4.61,LF,TONS,Member
W12x50,50,Heavy, 1.05 , 52.50 , 0.026 ,74.40820221,12, 0.32 ,4.69,LF,TONS,Member
W12x53,53,Heavy, 1.05 , 55.65 , 0.028 ,78.87269435,12, 0.33 ,5.27,LF,TONS,Member
W12x58,58,Heavy, 1.05 , 60.90 , 0.030 ,86.31351457,12, 0.37 ,5.31,LF,TONS,Member
